Sample_ID	WWTP_ID	Site_ID	Site_Name	Sampling_Date	Latitude	Longitude	City Name	Country/Region	Continent	Climate type	Annual average	Annual mean of daily maximum	Annual mean of daily minimum	Sampling month average	Sampling moment	Annual	Sampling month	GDP per capita (dollars)	City population	Year_Built	Designed capacity (m3/d)	Actual Inf rate (m3/d)	Volume of aeration tanks (m3)	HTR_plant	HTR_aeration_tank	SRT	A5_general_type	A5_detailed	Nitrificaiton	Denitrification	Aerator_type	BOD_Inf	BOD_inf/(1+recycle ratio)	BOD_Aeration tank inf	BOD_eff	COD_Inf	COD_inf/(1+recycle ratio)	COD_Aeration tank inf	COD_eff	F/M (kg BOD/kg MLSS-d)	NH4_Inf	NH4_Aeration tank inf	NH4_Eff	NH4_Inf	TN_Aeration tank inf	TN_Eff	TP_Inf	TP_Aeration tank inf	TP_eff	IndWaste_Contained in Inf?	IndWaste_Percentage	MLSS (mg/l)	DO (mg/l)	pH	Mixed liquid temperature (oC)	Conductivity (_S/cm)	NH4-N (mg/l)	NO3-N (mg/l)	SVI (ml/g)
AUMB1B	AUMB1	AUME	Melbourne	42073	-38.40853611	144.880775	Melbourne	Australia	Australasia	Cfb	15	32	4	17	NA	666	44	40244	4432800	2008	NA	7995	NA	10.5	NA	15	oxidation ditch	Complete mix oxidation ditch	NA	NA	NA	510	NA	NA	NA	1100	NA	NA	NA	NA	NA	NA	0.1	65	NA	3.5	16	NA	NA	NA	NA	NA	2	7	NA	NA	NA	NA	NA
AUMB1C	AUMB1	AUME	Melbourne	42073	-38.40853611	144.880775	Melbourne	Australia	Australasia	Cfb	15	32	4	17	NA	666	44	40244	4432800	2008	NA	7995	NA	10.5	NA	15	oxidation ditch	Complete mix oxidation ditch	NA	NA	NA	510	NA	NA	NA	1100	NA	NA	NA	NA	NA	NA	0.1	65	NA	3.5	16	NA	NA	NA	NA	NA	2	7	NA	NA	NA	NA	NA
AUML1A	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML1B	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML1C	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML2A	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML2B	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML2C	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML3A	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML3B	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML3C	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML4A	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML4B	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUML4C	AUML1	AUME	Melbourne	42080	-37.91430556	144.6431944	Melbourne	Australia	Australasia	Cfb	15	34	6	17	NA	666	44	40244	4432800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUXP1AA	AUXP1	AUSY	Sydney	42059	-33.65405556	150.8475833	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1985	5400	2300	1155	NA	NA	5.24	plug flow	Plug flow	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	8.53	NA	NA	0.19	NA	NA	4656	1.62	6.7	25.7	NA	NA	NA	NA
AUXP1AB	AUXP1	AUSY	Sydney	42059	-33.65405556	150.8475833	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1985	5400	2300	1155	NA	NA	5.24	plug flow	Plug flow	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	8.53	NA	NA	0.19	NA	NA	4656	1.77	6.7	25.7	NA	NA	NA	NA
AUXP1AC	AUXP1	AUSY	Sydney	42059	-33.65405556	150.8475833	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1985	5400	2300	1155	NA	NA	5.24	plug flow	Plug flow	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	NA	8.53	NA	NA	0.19	NA	NA	4656	2.21	6.7	25.7	NA	NA	NA	NA
AUXP2AA	AUXP2	AUSY	Sydney	42059	-33.66922222	150.9213889	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1993	27000	NA	10200	NA	NA	20	SBR	BNR+IDAL	Yes	Yes	NA	230	125.6830601	NA	22	650	355.1912568	NA	NA	NA	34	NA	0.1	58	NA	6.7	12	NA	0.06	Yes	0.02	5200	2.7	NA	NA	NA	NA	NA	NA
AUXP2AB	AUXP2	AUSY	Sydney	42059	-33.66922222	150.9213889	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1993	27000	NA	10200	NA	NA	20	SBR	BNR+IDAL	Yes	Yes	NA	230	125.6830601	NA	22	650	355.1912568	NA	NA	NA	34	NA	0.1	58	NA	6.7	12	NA	0.06	Yes	0.02	5200	2.3	NA	NA	NA	NA	NA	NA
AUXP2AC	AUXP2	AUSY	Sydney	42059	-33.66922222	150.9213889	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1993	27000	NA	10200	NA	NA	20	SBR	BNR+IDAL	Yes	Yes	NA	230	125.6830601	NA	22	650	355.1912568	NA	NA	NA	34	NA	0.1	58	NA	6.7	12	NA	0.06	Yes	0.02	5200	2.7	NA	NA	NA	NA	NA	NA
AUXP2BA	AUXP2	AUSY	Sydney	42059	-33.66922222	150.9213889	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1993	27000	NA	10200	NA	NA	20	SBR	BNR+IDAL	Yes	Yes	NA	230	125.6830601	NA	22	650	355.1912568	NA	NA	NA	34	NA	0.1	58	NA	6.7	12	NA	0.06	Yes	0.02	4000	1.44	NA	NA	NA	NA	NA	NA
AUXP2BB	AUXP2	AUSY	Sydney	42059	-33.66922222	150.9213889	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1993	27000	NA	10200	NA	NA	20	SBR	BNR+IDAL	Yes	Yes	NA	230	125.6830601	NA	22	650	355.1912568	NA	NA	NA	34	NA	0.1	58	NA	6.7	12	NA	0.06	Yes	0.02	4000	0.83	NA	NA	NA	NA	NA	NA
AUXP2BC	AUXP2	AUSY	Sydney	42059	-33.66922222	150.9213889	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1993	27000	NA	10200	NA	NA	20	SBR	BNR+IDAL	Yes	Yes	NA	230	125.6830601	NA	22	650	355.1912568	NA	NA	NA	34	NA	0.1	58	NA	6.7	12	NA	0.06	Yes	0.02	4000	2	NA	NA	NA	NA	NA	NA
AUXP3AA	AUXP3	AUSY	Sydney	42059	-33.73602778	150.8776389	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1967	36000	32000	62000	96	24	30	SBR	IDAL	Yes	Yes	NA	NA	NA	NA	3.5	400	320	NA	NA	NA	30	NA	0.1	45	NA	5	11	NA	0.05	Yes	NA	4648	2	6.85	NA	NA	NA	NA	NA
AUXP3AB	AUXP3	AUSY	Sydney	42059	-33.73602778	150.8776389	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1967	36000	32000	62000	96	24	30	SBR	IDAL	Yes	Yes	NA	NA	NA	NA	3.5	400	320	NA	NA	NA	30	NA	0.1	45	NA	5	11	NA	0.05	Yes	NA	4648	2	6.85	NA	NA	NA	NA	NA
AUXP3AC	AUXP3	AUSY	Sydney	42059	-33.73602778	150.8776389	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1967	36000	32000	62000	96	24	30	SBR	IDAL	Yes	Yes	NA	NA	NA	NA	3.5	400	320	NA	NA	NA	30	NA	0.1	45	NA	5	11	NA	0.05	Yes	NA	4648	2	6.85	NA	NA	NA	NA	NA
AUXP3BA	AUXP3	AUSY	Sydney	42059	-33.73602778	150.8776389	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1967	36000	32000	62000	96	24	30	SBR	IDAL	Yes	Yes	NA	NA	NA	NA	3.5	400	320	NA	NA	NA	30	NA	0.1	45	NA	5	11	NA	0.05	Yes	NA	4552	2	6.87	NA	NA	NA	NA	NA
AUXP3BB	AUXP3	AUSY	Sydney	42059	-33.73602778	150.8776389	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1967	36000	32000	62000	96	24	30	SBR	IDAL	Yes	Yes	NA	NA	NA	NA	3.5	400	320	NA	NA	NA	30	NA	0.1	45	NA	5	11	NA	0.05	Yes	NA	4552	2	6.87	NA	NA	NA	NA	NA
AUXP3BC	AUXP3	AUSY	Sydney	42059	-33.73602778	150.8776389	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	1967	36000	32000	62000	96	24	30	SBR	IDAL	Yes	Yes	NA	NA	NA	NA	3.5	400	320	NA	NA	NA	30	NA	0.1	45	NA	5	11	NA	0.05	Yes	NA	4552	2	6.87	NA	NA	NA	NA	NA
AUXP4AA	AUXP4	AUSY	Sydney	42059	-33.87186111	150.6157222	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	2005	1350	610	1702	NA	NA	25	SBR	IDAL	NA	NA	NA	170	85	NA	2	486	243	NA	NA	0.013539627	36.8	NA	0.02	47.5	NA	4.87	6.6	NA	0.02	No	0	4500	1.5	7.2	NA	NA	NA	NA	NA
AUXP4AB	AUXP4	AUSY	Sydney	42059	-33.87186111	150.6157222	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	2005	1350	610	1702	NA	NA	25	SBR	IDAL	NA	NA	NA	170	85	NA	2	486	243	NA	NA	0.013539627	36.8	NA	0.02	47.5	NA	4.87	6.6	NA	0.02	No	0	4500	1.5	7.2	NA	NA	NA	NA	NA
AUXP4AC	AUXP4	AUSY	Sydney	42059	-33.87186111	150.6157222	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	2005	1350	610	1702	NA	NA	25	SBR	IDAL	NA	NA	NA	170	85	NA	2	486	243	NA	NA	0.013539627	36.8	NA	0.02	47.5	NA	4.87	6.6	NA	0.02	No	0	4500	1.5	7.2	NA	NA	NA	NA	NA
AUXP4BA	AUXP4	AUSY	Sydney	42059	-33.87186111	150.6157222	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	2005	1350	610	1702	NA	NA	25	SBR	IDAL	NA	NA	NA	170	85	NA	2	486	243	NA	NA	NA	36.8	NA	0.02	47.5	NA	4.87	6.6	NA	0.02	No	0	NA	NA	NA	NA	NA	NA	NA	NA
AUXP4BB	AUXP4	AUSY	Sydney	42059	-33.87186111	150.6157222	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	2005	1350	610	1702	NA	NA	25	SBR	IDAL	NA	NA	NA	170	85	NA	2	486	243	NA	NA	NA	36.8	NA	0.02	47.5	NA	4.87	6.6	NA	0.02	No	0	NA	NA	NA	NA	NA	NA	NA	NA
AUXP4BC	AUXP4	AUSY	Sydney	42059	-33.87186111	150.6157222	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	2005	1350	610	1702	NA	NA	25	SBR	IDAL	NA	NA	NA	170	85	NA	2	486	243	NA	NA	NA	36.8	NA	0.02	47.5	NA	4.87	6.6	NA	0.02	No	0	NA	NA	NA	NA	NA	NA	NA	NA
AUXP5AA	AUXP5	AUSY	Sydney	42059	-34.05752778	150.6795	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	2007	16000	14830	NA	NA	NA	12	SBR	IDAL MLE	Yes	Yes	NA	340	154.5454545	NA	2	740	336.3636364	NA	NA	NA	44.6	NA	0.56	58.9	NA	5.17	9.5	NA	0.052	Yes	NA	2972	NA	7.3	23	NA	NA	NA	NA
AUXP5AB	AUXP5	AUSY	Sydney	42059	-34.05752778	150.6795	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	2007	16000	14830	NA	NA	NA	12	SBR	IDAL MLE	Yes	Yes	NA	340	154.5454545	NA	2	740	336.3636364	NA	NA	NA	44.6	NA	0.56	58.9	NA	5.17	9.5	NA	0.052	Yes	NA	2972	NA	7.3	23	NA	NA	NA	NA
AUXP5AC	AUXP5	AUSY	Sydney	42059	-34.05752778	150.6795	Sydney	Australia	Australasia	Cfa	19	29	9	22	NA	1309	146	46344	4820700	2007	16000	14830	NA	NA	NA	12	SBR	IDAL MLE	Yes	Yes	NA	340	154.5454545	NA	2	740	336.3636364	NA	NA	NA	44.6	NA	0.56	58.9	NA	5.17	9.5	NA	0.052	Yes	NA	2972	NA	7.3	23	NA	NA	NA	NA
AUTA1A	AUTA1	AUTA	Tasmania	42066	-42.87330556	147.3587222	Tasmania	Australia	Australasia	Cfb	12	24	3	14	NA	592	42	46600	515000	1950	11250	6134.4	NA	3	4	8	contact stabilization	Solids contact 	Yes	Yes	NA	460	259.3010147	9.8	8	NA	NA	NA	NA	NA	32.5	NA	21.4	60	NA	32.6	11.1	NA	7.4	No	0	NA	0.3	6.91	22.2	NA	NA	NA	NA
AUTA1B	AUTA1	AUTA	Tasmania	42066	-42.87330556	147.3587222	Tasmania	Australia	Australasia	Cfb	12	24	3	14	NA	592	42	46600	515000	1950	11250	6134.4	NA	3	4	8	contact stabilization	Solids contact 	Yes	Yes	NA	460	259.3010147	9.8	8	NA	NA	NA	NA	NA	32.5	NA	21.4	60	NA	32.6	11.1	NA	7.4	No	0	NA	0.3	6.91	22.2	NA	NA	NA	NA
AUTA1C	AUTA1	AUTA	Tasmania	42066	-42.87330556	147.3587222	Tasmania	Australia	Australasia	Cfb	12	24	3	14	NA	592	42	46600	515000	1950	11250	6134.4	NA	3	4	8	contact stabilization	Solids contact 	Yes	Yes	NA	460	259.3010147	9.8	8	NA	NA	NA	NA	NA	32.5	NA	21.4	60	NA	32.6	11.1	NA	7.4	No	0	NA	0.3	6.91	22.2	NA	NA	NA	NA
AUTA2A	AUTA1	AUTA	Tasmania	42066	-42.87330556	147.3587222	Tasmania	Australia	Australasia	Cfb	12	24	3	14	NA	592	42	46600	515000	1950	11250	6134.4	NA	3	4	8	contact stabilization	Solids contact 	Yes	Yes	NA	460	259.3010147	NA	8	NA	NA	NA	NA	NA	32.5	NA	21.4	60	NA	32.6	11.1	NA	7.4	No	0	NA	3.4	6.97	22	NA	NA	NA	NA
AUTA2B	AUTA1	AUTA	Tasmania	42066	-42.87330556	147.3587222	Tasmania	Australia	Australasia	Cfb	12	24	3	14	NA	592	42	46600	515000	1950	11250	6134.4	NA	3	4	8	contact stabilization	Solids contact 	Yes	Yes	NA	460	259.3010147	NA	8	NA	NA	NA	NA	NA	32.5	NA	21.4	60	NA	32.6	11.1	NA	7.4	No	0	NA	2.7	6.97	22	NA	NA	NA	NA
AUTA2C	AUTA1	AUTA	Tasmania	42066	-42.87330556	147.3587222	Tasmania	Australia	Australasia	Cfb	12	24	3	14	NA	592	42	46600	515000	1950	11250	6134.4	NA	3	4	8	contact stabilization	Solids contact 	Yes	Yes	NA	460	259.3010147	NA	8	NA	NA	NA	NA	NA	32.5	NA	21.4	60	NA	32.6	11.1	NA	7.4	No	0	NA	3.4	6.97	22	NA	NA	NA	NA
AUWA1A	AUWA1	AUWA	Perth	42058	-31.788696	115.775726	Perth	Australia	Australasia	Csa	19	33	8	13	NA	807	15	65651	2041400	2005	135000	9170	NA	12.5	NA	13.5	NA	NA	Yes	Yes	NA	220.27	NA	229	10.45	468.1	NA	370	56.56	NA	35.22	35.22	0.18	74.41	72.06	14.11	12.04	12.25	7.76	NA	NA	NA	1.33	7.22	NA	NA	NA	NA	NA
AUWA1B	AUWA1	AUWA	Perth	42058	-31.788696	115.775726	Perth	Australia	Australasia	Csa	19	33	8	13	NA	807	15	65651	2041400	2005	135000	9170	NA	12.5	NA	13.5	NA	NA	Yes	Yes	NA	220.27	NA	229	10.45	468.1	NA	370	56.56	NA	35.22	35.22	0.18	74.41	72.06	14.11	12.04	12.25	7.76	NA	NA	NA	1.33	7.22	NA	NA	NA	NA	NA
AUWA1C	AUWA1	AUWA	Perth	42058	-31.788696	115.775726	Perth	Australia	Australasia	Csa	19	33	8	13	NA	807	15	65651	2041400	2005	135000	9170	NA	12.5	NA	13.5	NA	NA	Yes	Yes	NA	220.27	NA	229	10.45	468.1	NA	370	56.56	NA	35.22	35.22	0.18	74.41	72.06	14.11	12.04	12.25	7.76	NA	NA	NA	1.33	7.22	NA	NA	NA	NA	NA
AUWA2A	AUWA1	AUWA	Perth	42058	-31.788696	115.775726	Perth	Australia	Australasia	Csa	19	33	8	13	NA	807	15	65651	2041400	2005	135000	9170	NA	12.5	NA	13.5	NA	NA	Yes	Yes	NA	220.27	NA	NA	10.45	468.1	NA	NA	56.56	NA	NA	NA	0.18	74.41	NA	14.11	12.04	NA	7.76	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA
AUWA2B	AUWA1	AUWA	Perth	42058	-31.788696	115.775726	Perth	Australia	Australasia	Csa	19	33	8	13	NA	807	15	65651	2041400	2005	135000	9170	NA	12.5	NA	13.5	NA	NA	Yes	Yes	NA	220.27	NA	NA	10.45	468.1	NA	NA	56.56	NA	NA	NA	0.18	74.41	NA	14.11	12.04	NA	7.76	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA
AUWA2C	AUWA1	AUWA	Perth	42058	-31.788696	115.775726	Perth	Australia	Australasia	Csa	19	33	8	13	NA	807	15	65651	2041400	2005	135000	9170	NA	12.5	NA	13.5	NA	NA	Yes	Yes	NA	220.27	NA	NA	10.45	468.1	NA	NA	56.56	NA	NA	NA	0.18	74.41	NA	14.11	12.04	NA	7.76	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA
NZBL1	NZBL1	NZCR	Auckland	42125	-43.538915	172.686808	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZBL2	NZBL1	NZCR	Auckland	42125	-43.538915	172.686808	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZBL3	NZBL1	NZCR	Auckland	42125	-43.538915	172.686808	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZDM1	NZDM1	NZCR	Auckland	42125	-43.628613	172.72536	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZDM2	NZDM1	NZCR	Auckland	42125	-43.628613	172.72536	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZDM3	NZDM1	NZCR	Auckland	42125	-43.628613	172.72536	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZOX1	NZOX1	NZCR	Auckland	42125	-43.295704	172.194996	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZOX2	NZOX1	NZCR	Auckland	42125	-43.295704	172.194996	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZOX3	NZOX1	NZCR	Auckland	42125	-43.295704	172.194996	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZPN1	NZPN1	NZCR	Auckland	42125	-43.59166	172.380415	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZPN2	NZPN1	NZCR	Auckland	42125	-43.59166	172.380415	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZPN3	NZPN1	NZCR	Auckland	42125	-43.59166	172.380415	Christchurch	New Zealand	Australasia	Cfc	11	23	2	9.4	8.9	604	65	31766	1558900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATLA1A	ATLA1	ATLA	Lower Austria	41956	48.04144444	16.10077778	Mayerling	Austria	Europe	Dfb	12	26	-8	NA	NA	680	51	48546	3784300	1994	1800	1300	NA	NA	NA	NA	plug flow	Conventional plug flow	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	0	NA	0.6	7.49	15	NA	NA	NA	NA
ATLA1B	ATLA1	ATLA	Lower Austria	41956	48.04144444	16.10077778	Mayerling	Austria	Europe	Dfb	12	26	-8	NA	NA	680	51	48546	3784300	1994	1800	1300	NA	NA	NA	NA	plug flow	Conventional plug flow	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	0	NA	0.6	7.49	15	NA	NA	NA	NA
