Sample_ID	WWTP_ID	Site_ID	Site_Name	Sampling_Date	Latitude	Longitude	City Name	Country/Region	Continent	Climate type	Annual average	Annual mean of daily maximum	Annual mean of daily minimum	Sampling month average	Sampling moment	Annual	Sampling month	GDP per capita (dollars)	City population	Year_Built	Designed capacity (m3/d)	Actual Inf rate (m3/d)	Volume of aeration tanks (m3)	HTR_plant	HTR_aeration_tank	SRT	A5_general_type	A5_detailed	Nitrificaiton	Denitrification	Aerator_type	BOD_Inf	BOD_inf/(1+recycle ratio)	BOD_Aeration tank inf	BOD_eff	COD_Inf	COD_inf/(1+recycle ratio)	COD_Aeration tank inf	COD_eff	F/M (kg BOD/kg MLSS-d)	NH4_Inf	NH4_Aeration tank inf	NH4_Eff	NH4_Inf	TN_Aeration tank inf	TN_Eff	TP_Inf	TP_Aeration tank inf	TP_eff	IndWaste_Contained in Inf?	IndWaste_Percentage	MLSS (mg/l)	DO (mg/l)	pH	Mixed liquid temperature (oC)	Conductivity (_S/cm)	NH4-N (mg/l)	NO3-N (mg/l)	SVI (ml/g)
USTP1D	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	1056	7.1	6.9	29.44	960	NA	NA	NA
USTP1E	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	2989	NA	6.9	NA	NA	NA	NA	NA
USTP1F	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	2989	NA	6.9	NA	NA	NA	NA	NA
USTP1G	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	2989	NA	6.9	NA	NA	NA	NA	NA
USTP1H	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	3096	2	6.9	NA	NA	NA	NA	NA
USTP1I	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	3096	2	6.9	NA	NA	NA	NA	NA
USTP1J	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	3096	2	6.9	NA	NA	NA	NA	NA
USTP1K	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	2983	6	6.9	NA	NA	NA	NA	NA
USTP1L	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	2983	6	6.9	NA	NA	NA	NA	NA
USTP1M	USTP1	USTP	Tampa	41855	27.9237323	-82.4370066	Tampa	United States	North America	Cfa	21	32	4	29	NA	1159	195	44999	2895946	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	142	NA	NA	13	NA	NA	NA	NA	NA	26.6	NA	10.2	35.9	NA	23.4	NA	NA	NA	Yes	0.03	2983	6	6.9	NA	NA	NA	NA	NA
USTU1AA	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	442	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2795	0.4	7.3	30	NA	NA	NA	NA
USTU1AB	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	442	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2795	1.4	7.3	30	NA	NA	NA	NA
USTU1AC	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	442	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2795	1.8	7.3	30	NA	NA	NA	NA
USTU1BA	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	442	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2795	0.4	7.3	30	NA	NA	NA	NA
USTU1BB	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	442	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2795	1.4	7.3	30	NA	NA	NA	NA
USTU1BC	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	442	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2795	1.8	7.3	30	NA	NA	NA	NA
USTU1CA	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	454	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2695	0.4	7.3	30	NA	NA	NA	NA
USTU1CB	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	454	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2695	1.5	7.3	30	NA	NA	NA	NA
USTU1CC	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	454	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2695	1.9	7.3	30	NA	NA	NA	NA
USTU1DA	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	454	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2695	0.4	7.3	30	NA	NA	NA	NA
USTU1DB	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	454	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2695	1.5	7.3	30	NA	NA	NA	NA
USTU1DC	USTU1	USTU	USTU	41877	34.227477	NA	USTU	United States	North America	Cfa	16	30	-8	27	NA	1390	77	NA	NA	2007	39746.82373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	454	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	Yes	NA	2695	1.9	7.3	30	NA	NA	NA	NA
USVA1A	USVA1	USVA	Virginia Beach	41897	36.921475	-76.324737	Virginia Beach	United States	North America	Cfa	16	31	-8	23	NA	1141	104	53661	1716481	1948	68137.41211	38573.34608	7449.6672	4.5	2.31	1.3	plug flow	Plug flow	No	No	NA	250	NA	110	6	424	266.6666667	NA	NA	0.681297585	28	26.8	23.9	NA	NA	26.84	4.6	6.2	0.81	Yes	0.075	1900	1.32	6.81	24.9	NA	NA	NA	NA
USVA1B	USVA1	USVA	Virginia Beach	41897	36.921475	-76.324737	Virginia Beach	United States	North America	Cfa	16	31	-8	23	NA	1141	104	53661	1716481	1948	68137.41211	38573.34608	7449.6672	4.5	2.31	1.3	plug flow	Plug flow	No	No	NA	250	NA	110	6	424	266.6666667	NA	NA	0.681297585	28	26.8	23.9	NA	NA	26.84	4.6	6.2	0.81	Yes	0.075	1900	1.98	6.81	24.9	NA	NA	NA	NA
USVA1C	USVA1	USVA	Virginia Beach	41897	36.921475	-76.324737	Virginia Beach	United States	North America	Cfa	16	31	-8	23	NA	1141	104	53661	1716481	1948	68137.41211	38573.34608	7449.6672	4.5	2.31	1.3	plug flow	Plug flow	No	No	NA	250	NA	110	6	424	266.6666667	NA	NA	0.681297585	28	26.8	23.9	NA	NA	26.84	4.6	6.2	0.81	Yes	0.075	1900	3.65	6.81	24.9	NA	NA	NA	NA
USVA2A	USVA2	USVA	Virginia Beach	41897	36.882412	-76.31272	Virginia Beach	United States	North America	Cfa	15	31	-8	23	NA	1141	104	53661	1716481	NA	151416.4714	138318.9466	25832	6.5	4.48	6.9	NA	NA	Yes	Yes	NA	180	142.8571429	140	9	326	258.7301587	270	39	0.426469235	19	17.6	2.86	NA	NA	10.86	4	2.9	1	Yes	0.075	2260	2	6.52	25.4	NA	NA	NA	NA
USVA2B	USVA2	USVA	Virginia Beach	41897	36.882412	-76.31272	Virginia Beach	United States	North America	Cfa	15	31	-8	23	NA	1141	104	53661	1716481	NA	151416.4714	138318.9466	25832	6.5	4.48	6.9	NA	NA	Yes	Yes	NA	180	142.8571429	140	9	326	258.7301587	270	39	0.426469235	19	17.6	2.86	NA	NA	10.86	4	2.9	1	Yes	0.075	2260	2.14	6.52	25.4	NA	NA	NA	NA
USVA2C	USVA2	USVA	Virginia Beach	41897	36.882412	-76.31272	Virginia Beach	United States	North America	Cfa	15	31	-8	23	NA	1141	104	53661	1716481	NA	151416.4714	138318.9466	25832	6.5	4.48	6.9	NA	NA	Yes	Yes	NA	180	142.8571429	140	9	326	258.7301587	270	39	0.426469235	19	17.6	2.86	NA	NA	10.86	4	2.9	1	Yes	0.075	2260	2.68	6.52	25.4	NA	NA	NA	NA
USVA3A	USVA3	USVA	Virginia Beach	41897	36.77219	-75.971067	Virginia Beach	United States	North America	Cfa	15	31	-8	23	NA	1127	101	53661	1716481	1983	204412.2363	136464.0948	39368.16	12.533	3.9	1.9	plug flow	Plug flow	No	No	NA	252	178.7234043	187	18	445	315.6028369	NA	NA	0.338574399	36	41.5	NA	NA	NA	NA	5.3	8.8	NA	Yes	0.075	2580	1.5	6.75	25.5	NA	NA	NA	NA
USVA3B	USVA3	USVA	Virginia Beach	41897	36.77219	-75.971067	Virginia Beach	United States	North America	Cfa	15	31	-8	23	NA	1127	101	53661	1716481	1983	204412.2363	136464.0948	39368.16	12.533	3.9	1.9	plug flow	Plug flow	No	No	NA	252	178.7234043	187	18	445	315.6028369	NA	NA	0.338574399	36	41.5	NA	NA	NA	NA	5.3	8.8	NA	Yes	0.075	2580	5.21	6.75	25.5	NA	NA	NA	NA
USVA3C	USVA3	USVA	Virginia Beach	41897	36.77219	-75.971067	Virginia Beach	United States	North America	Cfa	15	31	-8	23	NA	1127	101	53661	1716481	1983	204412.2363	136464.0948	39368.16	12.533	3.9	1.9	plug flow	Plug flow	No	No	NA	252	178.7234043	187	18	445	315.6028369	NA	NA	0.338574399	36	41.5	NA	NA	NA	NA	5.3	8.8	NA	Yes	0.075	2580	5.54	6.75	25.5	NA	NA	NA	NA
USVA4A	USVA4	USVA	Virginia Beach	41897	36.908213	-76.16484	Virginia Beach	United States	North America	Cfa	15	31	-8	23	NA	1127	101	53661	1716481	1965	90849.88282	44516.44258	9153.0972	3	0.98	19.7	plug flow	Plug flow	No	No	NA	256	181.5602837	NA	12	450	319.1489362	495	59	0.29364762	30	NA	NA	NA	NA	18.88	4.9	4.6	1.04	Yes	0.075	4240	0.58	6.81	25.3	NA	NA	NA	NA
USVA4B	USVA4	USVA	Virginia Beach	41897	36.908213	-76.16484	Virginia Beach	United States	North America	Cfa	15	31	-8	23	NA	1127	101	53661	1716481	1965	90849.88282	44516.44258	9153.0972	3	0.98	19.7	plug flow	Plug flow	No	No	NA	256	181.5602837	NA	12	450	319.1489362	495	59	0.29364762	30	NA	NA	NA	NA	18.88	4.9	4.6	1.04	Yes	0.075	4240	1.01	6.81	25.3	NA	NA	NA	NA
USVA4C	USVA4	USVA	Virginia Beach	41897	36.908213	-76.16484	Virginia Beach	United States	North America	Cfa	15	31	-8	23	NA	1127	101	53661	1716481	1965	90849.88282	44516.44258	9153.0972	3	0.98	19.7	plug flow	Plug flow	No	No	NA	256	181.5602837	NA	12	450	319.1489362	495	59	0.29364762	30	NA	NA	NA	NA	18.88	4.9	4.6	1.04	Yes	0.075	4240	1.59	6.81	25.3	NA	NA	NA	NA
USVA5A	USVA5	USVA	Virginia Beach	41897	36.892343	-76.422066	Virginia Beach	United States	North America	Cfa	13	29	-11	21	NA	1185	107	53661	1716481	1983	113562.3535	62951.39797	27557.712	12	10.95	16.7	NA	NA	Yes	Yes	NA	193	122.1518987	159	6	389	246.2025316	337	NA	0.166999667	30	NA	NA	37.2	NA	6.95	7.3	8.5	1.27	Yes	0.35	2640	0.86	6.87	26.5	NA	NA	NA	NA
USVA5B	USVA5	USVA	Virginia Beach	41897	36.892343	-76.422066	Virginia Beach	United States	North America	Cfa	13	29	-11	21	NA	1185	107	53661	1716481	1983	113562.3535	62951.39797	27557.712	12	10.95	16.7	NA	NA	Yes	Yes	NA	193	122.1518987	159	6	389	246.2025316	337	NA	0.166999667	30	NA	NA	37.2	NA	6.95	7.3	8.5	1.27	Yes	0.35	2640	0.18	6.87	26.5	NA	NA	NA	NA
USVA5C	USVA5	USVA	Virginia Beach	41897	36.892343	-76.422066	Virginia Beach	United States	North America	Cfa	13	29	-11	21	NA	1185	107	53661	1716481	1983	113562.3535	62951.39797	27557.712	12	10.95	16.7	NA	NA	Yes	Yes	NA	193	122.1518987	159	6	389	246.2025316	337	NA	0.166999667	30	NA	NA	37.2	NA	6.95	7.3	8.5	1.27	Yes	0.35	2640	0.46	6.87	26.5	NA	NA	NA	NA
USVA6A	USVA6	USVA	Virginia Beach	41897	36.964124	-76.413803	Virginia Beach	United States	North America	Cfa	15	30	-9	22	NA	1128	104	53661	1716481	1946	94635.2946	59317.40266	8312.7384	NA	1.92	9.1	NA	NA	Yes	Yes	NA	141	72.68041237	162	6	383	197.4226804	252	NA	0.250282839	21	19.8	0.7	31	NA	35	3.7	3.5	0.34	Yes	0.075	4020	2.65	6.81	26.7	NA	NA	NA	NA
USVA6B	USVA6	USVA	Virginia Beach	41897	36.964124	-76.413803	Virginia Beach	United States	North America	Cfa	15	30	-9	22	NA	1128	104	53661	1716481	1946	94635.2946	59317.40266	8312.7384	NA	1.92	9.1	NA	NA	Yes	Yes	NA	141	72.68041237	162	6	383	197.4226804	252	NA	0.250282839	21	19.8	0.7	31	NA	35	3.7	3.5	0.34	Yes	0.075	4020	2.89	6.81	26.7	NA	NA	NA	NA
USVA6C	USVA6	USVA	Virginia Beach	41897	36.964124	-76.413803	Virginia Beach	United States	North America	Cfa	15	30	-9	22	NA	1128	104	53661	1716481	1946	94635.2946	59317.40266	8312.7384	NA	1.92	9.1	NA	NA	Yes	Yes	NA	141	72.68041237	162	6	383	197.4226804	252	NA	0.250282839	21	19.8	0.7	31	NA	35	3.7	3.5	0.34	Yes	0.075	4020	1.38	6.81	26.7	NA	NA	NA	NA
USVA7A	USVA7	USVA	Virginia Beach	41897	37.085187	-76.533173	Virginia Beach	United States	North America	Cfa	16	32	-8	24	NA	1128	104	53661	1716481	1968	75708.23568	45652.06612	7389.1008	NA	1.92	9.1	NA	NA	Yes	Yes	NA	202	104.1237113	153	16	383	197.4226804	NA	NA	0.491344953	31	27.6	2.6	31	NA	7.63	4.8	3.5	1.28	Yes	0.075	2540	3.16	6.8	26.5	NA	NA	NA	NA
USVA7B	USVA7	USVA	Virginia Beach	41897	37.085187	-76.533173	Virginia Beach	United States	North America	Cfa	16	32	-8	24	NA	1128	104	53661	1716481	1968	75708.23568	45652.06612	7389.1008	NA	1.92	9.1	NA	NA	Yes	Yes	NA	202	104.1237113	153	16	383	197.4226804	NA	NA	0.491344953	31	27.6	2.6	31	NA	7.63	4.8	3.5	1.28	Yes	0.075	2540	2.27	6.8	26.5	NA	NA	NA	NA
USVA7C	USVA7	USVA	Virginia Beach	41897	37.085187	-76.533173	Virginia Beach	United States	North America	Cfa	16	32	-8	24	NA	1128	104	53661	1716481	1968	75708.23568	45652.06612	7389.1008	NA	1.92	9.1	NA	NA	Yes	Yes	NA	202	104.1237113	153	16	383	197.4226804	NA	NA	0.491344953	31	27.6	2.6	31	NA	7.63	4.8	3.5	1.28	Yes	0.075	2540	2.46	6.8	26.5	NA	NA	NA	NA
USVA8A	USVA8	USVA	Virginia Beach	41897	37.201091	-76.446868	Virginia Beach	United States	North America	Cfa	16	32	-8	24	NA	1128	104	53661	1716481	1983	56781.17676	47317.6473	10205.4384	7	5.17	7.8	NA	NA	Yes	Yes	NA	164	90.60773481	69	2	445	245.8563536	178	20	0.237621289	28	19.7	1.95	31	NA	7.97	4.9	2.1	0.38	Yes	0.075	3200	2.95	6.52	25.6	NA	NA	NA	NA
USVA8B	USVA8	USVA	Virginia Beach	41897	37.201091	-76.446868	Virginia Beach	United States	North America	Cfa	16	32	-8	24	NA	1128	104	53661	1716481	1983	56781.17676	47317.6473	10205.4384	7	5.17	7.8	NA	NA	Yes	Yes	NA	164	90.60773481	69	2	445	245.8563536	178	20	0.237621289	28	19.7	1.95	31	NA	7.97	4.9	2.1	0.38	Yes	0.075	3200	6.6	6.52	25.6	NA	NA	NA	NA
USVA8C	USVA8	USVA	Virginia Beach	41897	37.201091	-76.446868	Virginia Beach	United States	North America	Cfa	16	32	-8	24	NA	1128	104	53661	1716481	1983	56781.17676	47317.6473	10205.4384	7	5.17	7.8	NA	NA	Yes	Yes	NA	164	90.60773481	69	2	445	245.8563536	178	20	0.237621289	28	19.7	1.95	31	NA	7.97	4.9	2.1	0.38	Yes	0.075	3200	1.62	6.52	25.6	NA	NA	NA	NA
USVA9A	USVA9	USVA	Virginia Beach	41897	37.212502	-76.626469	Virginia Beach	United States	North America	Cfa	16	32	-8	24	NA	1139	101	53661	1716481	1973	85171.76514	27557.79779	14865.2658	60	12.94	7.9	NA	NA	Yes	Yes	NA	441	243.6464088	249	3	NA	NA	NA	20	0.257088884	28	19.7	NA	31	NA	7.26	6.7	2.1	1.28	Yes	0.075	3180	5.49	7.06	26.7	NA	NA	NA	NA
USVA9B	USVA9	USVA	Virginia Beach	41897	37.212502	-76.626469	Virginia Beach	United States	North America	Cfa	16	32	-8	24	NA	1139	101	53661	1716481	1973	85171.76514	27557.79779	14865.2658	60	12.94	7.9	NA	NA	Yes	Yes	NA	441	243.6464088	249	3	NA	NA	NA	20	0.257088884	28	19.7	NA	31	NA	7.26	6.7	2.1	1.28	Yes	0.075	3180	4.48	7.06	26.7	NA	NA	NA	NA
USVA9C	USVA9	USVA	Virginia Beach	41897	37.212502	-76.626469	Virginia Beach	United States	North America	Cfa	16	32	-8	24	NA	1139	101	53661	1716481	1973	85171.76514	27557.79779	14865.2658	60	12.94	7.9	NA	NA	Yes	Yes	NA	441	243.6464088	249	3	NA	NA	NA	20	0.257088884	28	19.7	NA	31	NA	7.26	6.7	2.1	1.28	Yes	0.075	3180	2.87	7.06	26.7	NA	NA	NA	NA
USVD1AA	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.35	NA	25.5	NA	NA	NA	NA
USVD1AB	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.49	NA	25.5	NA	NA	NA	NA
USVD1AC	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.6	NA	25.5	NA	NA	NA	NA
USVD1BA	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.35	NA	25.5	NA	NA	NA	NA
USVD1BB	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.49	NA	25.5	NA	NA	NA	NA
USVD1BC	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.6	NA	25.5	NA	NA	NA	NA
USVD1CA	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.35	NA	25.5	NA	NA	NA	NA
USVD1CB	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.49	NA	25.5	NA	NA	NA	NA
USVD1CC	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.6	NA	25.5	NA	NA	NA	NA
USVD1DA	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.35	NA	25.5	NA	NA	NA	NA
USVD1DB	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.49	NA	25.5	NA	NA	NA	NA
USVD1DC	USVD1	USVD	USVD	41876	32.222967	NA	USVD	United States	North America	Cfa	19	31	-4	28	NA	1164	130	NA	10670	1957	11356.23535	757.0823568	3066.174	30	NA	30	complete mix	Comlpete mix	Yes	NA	NA	185	115.625	185	3.49	NA	NA	NA	NA	0.051556608	6.99	3	0.22	NA	NA	NA	NA	NA	NA	No	0	886	4.6	NA	25.5	NA	NA	NA	NA
USWR1AA	USWR1	USWR	USWR	41877	32.579452	NA	USWR	United States	North America	Cfa	18	31	-7	27	NA	1128	97	32606	205176.9613	1986	34068.70606	24037.36483	13248.94124	NA	NA	6	plug flow	Plug flow	Yes	No	NA	185	123.3333333	180	20	NA	NA	NA	NA	0.158771456	22.6	23.4	1.14	NA	NA	NA	4.5	3.27	2.94	Yes	NA	2114	1.6	6.49	28.4	NA	NA	NA	NA
USWR1AB	USWR1	USWR	USWR	41877	32.579452	NA	USWR	United States	North America	Cfa	18	31	-7	27	NA	1128	97	32606	205176.9613	1986	34068.70606	24037.36483	13248.94124	NA	NA	6	plug flow	Plug flow	Yes	No	NA	185	123.3333333	180	20	NA	NA	NA	NA	0.158771456	22.6	23.4	1.14	NA	NA	NA	4.5	3.27	2.94	Yes	NA	2114	3.3	6.49	28.4	NA	NA	NA	NA
