,phylo0,S,lat.abs,Latitude.Google,Temperature,hemi
CNCS3BB,374.29676,2733,28.248374,28.248374,18.33333333,North
CNCS3BC,411.54134,3029,28.248374,28.248374,18.33333333,North
CNCS4A,293.76963,2198,28.204026,28.204026,18.33333333,North
CNCS4B,296.66891,2143,28.204026,28.204026,18.33333333,North
CNCS4C,304.72672,2268,28.204026,28.204026,18.33333333,North
CNDL1AA,292.70451,2067,38.877748,38.877748,12.22222222,North
CNDL1AB,311.59974,2232,38.877748,38.877748,12.22222222,North
CNDL1AC,275.26722,1933,38.877748,38.877748,12.22222222,North
CNDL1BA,278.02492,2012,38.877748,38.877748,12.22222222,North
CNDL1BB,291.05719,1980,38.877748,38.877748,12.22222222,North
CNDL1BC,276.36523,1902,38.877748,38.877748,12.22222222,North
CNDL2AA,201.57696,1455,38.865825,38.865825,12.22222222,North
CNDL2AB,169.88724,1315,38.865825,38.865825,12.22222222,North
CNDL2AC,168.39049,1286,38.865825,38.865825,12.22222222,North
CNDL2BA,194.58968,1406,38.865825,38.865825,12.22222222,North
CNDL2BB,197.86964,1424,38.865825,38.865825,12.22222222,North
CNDL2BC,195.52556,1408,38.865825,38.865825,12.22222222,North
CNHB3A,403.54595,3102,45.816232,45.816232,4.444444444,North
CNHB3B,398.02108,3010,45.816232,45.816232,4.444444444,North
CNHB3C,380.38778,2921,45.816232,45.816232,4.444444444,North
CNHB4A,403.64584,3167,45.816232,45.816232,4.444444444,North
CNHB4B,415.84781,3159,45.816232,45.816232,4.444444444,North
CNHB4C,402.50666,3093,45.816232,45.816232,4.444444444,North
CNHB5A,398.3232,3038,45.815328,45.815328,4.444444444,North
CNHB5B,393.98549,2948,45.815328,45.815328,4.444444444,North
CNHB5C,398.81228,2913,45.815328,45.815328,4.444444444,North
CNHB6A,408.88434,3102,45.815328,45.815328,4.444444444,North
CNHB6B,400.87366,3055,45.815328,45.815328,4.444444444,North
CNHB6C,400.34367,3082,45.815328,45.815328,4.444444444,North
CNHB7A,431.49454,3147,45.757873,45.757873,4.444444444,North
CNHB7B,387.984,2776,45.757873,45.757873,4.444444444,North
CNHB7C,321.75487,2158,45.757873,45.757873,4.444444444,North
CNJN1A,277.45571,1928,36.704715,36.704715,4.444444444,North
CNJN1B,266.43692,1931,36.704715,36.704715,4.444444444,North
CNJN1C,266.72956,1912,36.704715,36.704715,4.444444444,North
CNJN2A,301.14026,2065,36.694975,36.694975,4.444444444,North
CNJN2B,305.03703,2089,36.694975,36.694975,4.444444444,North
CNJN2C,308.07714,2074,36.694975,36.694975,4.444444444,North
CNJN3A,318.62494,2287,36.730465,36.730465,4.444444444,North
CNJN3B,317.54911,2395,36.730465,36.730465,4.444444444,North
CNJN3C,301.39067,2262,36.730465,36.730465,4.444444444,North
CNJN4A,338.24986,2474,36.691719,36.691719,4.444444444,North
CNJN4B,329.83754,2436,36.691719,36.691719,4.444444444,North
CNJN4C,334.16424,2470,36.691719,36.691719,4.444444444,North
CNQD1A,397.29107,2804,36.109714,36.109714,13.88888889,North
CNQD1B,381.97135,2726,36.109714,36.109714,13.88888889,North
CNQD1C,376.15201,2744,36.109714,36.109714,13.88888889,North
CNQD2A,352.21388,2606,36.20789,36.20789,13.88888889,North
CNQD2B,344.25805,2523,36.20789,36.20789,13.88888889,North
CNQD2C,356.63072,2572,36.20789,36.20789,13.88888889,North
CNQD3AA,304.17602,2134,36.061494,36.061494,13.88888889,North
CNQD3AB,303.75141,2198,36.061494,36.061494,13.88888889,North
CNQD3AC,317.11793,2231,36.061494,36.061494,13.88888889,North
CNQD4AA,326.23095,2525,36.15167,36.15167,13.88888889,North
CNQD4AB,320.27891,2372,36.15167,36.15167,13.88888889,North
CNQD4AC,312.59132,2391,36.15167,36.15167,13.88888889,North
CNSY1A,352.66974,2557,18.210747,18.210747,25.55555556,North
CNSY1B,338.64325,2569,18.210747,18.210747,25.55555556,North
CNSY1C,321.13805,2371,18.210747,18.210747,25.55555556,North
CNSY1S,375.91897,2840,18.210747,18.210747,25.55555556,North
CNSY2A,318.89002,2280,18.297896,18.297896,25.55555556,North
CNSY3A,422.57688,3152,18.398568,18.398568,25.55555556,North
CNSY3B,404.68235,2976,18.398568,18.398568,25.55555556,North
CNSY3C,469.90645,3464,18.398568,18.398568,25.55555556,North
CNSY4S,400.17167,2935,18.231386,18.231386,25.55555556,North
CNWH1A,395.5022,2945,30.590263,30.590263,17.22222222,North
CNWH1B,362.65624,2748,30.590263,30.590263,17.22222222,North
CNWH1C,378.05052,2813,30.590263,30.590263,17.22222222,North
CNWH2A,332.87557,2466,30.6706,30.6706,17.22222222,North
CNWH2B,336.40984,2466,30.6706,30.6706,17.22222222,North
CNWH2C,347.8108,2469,30.6706,30.6706,17.22222222,North
CNWH3A,396.37071,2824,30.56381,30.56381,17.22222222,North
CNWH3B,387.27271,2904,30.56381,30.56381,17.22222222,North
CNWH3C,386.8327,2944,30.56381,30.56381,17.22222222,North
CNWH4A,341.26219,2546,30.494677,30.494677,17.22222222,North
CNWH4B,330.39408,2455,30.494677,30.494677,17.22222222,North
CNWH4C,348.7953,2596,30.494677,30.494677,17.22222222,North
CNXA1A,431.38088,3152,34.300057,34.300057,13.88888889,North
CNXA1B,431.75134,3103,34.300057,34.300057,13.88888889,North
CNXA1C,420.57407,3158,34.300057,34.300057,13.88888889,North
CNXA2A,389.30436,2822,34.36737,34.36737,13.88888889,North
CNXA2B,376.16746,2849,34.36737,34.36737,13.88888889,North
CNXA2C,393.17829,2927,34.36737,34.36737,13.88888889,North
CNXA3A,415.43029,3040,34.374074,34.374074,13.88888889,North
CNXA3B,411.55418,3023,34.374074,34.374074,13.88888889,North
CNXA3C,399.41321,2991,34.374074,34.374074,13.88888889,North
CNXA4A,431.11717,3259,34.207082,34.207082,13.88888889,North
CNXA4B,416.65833,3072,34.207082,34.207082,13.88888889,North
CNXA4C,423.08837,3129,34.207082,34.207082,13.88888889,North
CNXM1A,358.53671,2575,24.466062,24.466062,22.22222222,North
CNXM1B,347.42496,2482,24.466062,24.466062,22.22222222,North
CNXM1C,355.22875,2507,24.466062,24.466062,22.22222222,North
CNXM2A,306.27619,2202,24.558464,24.558464,22.22222222,North
CNXM2B,288.02445,1955,24.558464,24.558464,22.22222222,North
CNXM2C,302.07642,2153,24.558464,24.558464,22.22222222,North
CNXM3A,358.75436,2526,24.464841,24.464841,22.22222222,North
CNXM3B,345.37336,2423,24.464841,24.464841,22.22222222,North
CNXM3C,343.58143,2412,24.464841,24.464841,22.22222222,North
CNXM4A,376.53128,2813,24.583595,24.583595,22.22222222,North
CNXM4B,374.62786,2775,24.583595,24.583595,22.22222222,North
CNXM4C,379.14842,2826,24.583595,24.583595,22.22222222,North
CNSZ1A,378.01288,2771,22.514428,22.514428,23.33333333,North
CNSZ1B,388.6546,2777,22.514428,22.514428,23.33333333,North
CNSZ1C,391.11681,2828,22.514428,22.514428,23.33333333,North
CNSZ2A,238.14301,1576,22.564929,22.564929,23.33333333,North
CNSZ2B,245.76281,1640,22.564929,22.564929,23.33333333,North
CNSZ2C,242.83736,1608,22.564929,22.564929,23.33333333,North
CNSZ3AA,370.91014,2771,22.535723,22.535723,23.33333333,North
CNSZ3AB,389.54857,2919,22.535723,22.535723,23.33333333,North
CNSZ3AC,380.39595,2790,22.535723,22.535723,23.33333333,North
CNSZ3BA,362.86683,2720,22.535723,22.535723,23.33333333,North
CNSZ3BB,370.82266,2719,22.535723,22.535723,23.33333333,North
CNSZ3BC,366.58943,2707,22.535723,22.535723,23.33333333,North
CNSZ4AA,303.51195,2053,22.542849,22.542849,23.33333333,North
CNSZ4AB,313.90925,2132,22.542849,22.542849,23.33333333,North
CNSZ4AC,317.00832,2119,22.542849,22.542849,23.33333333,North
CNSZ4BA,459.61854,3197,22.542849,22.542849,23.33333333,North
JPSD1A,319.70185,2187,38.264483,38.264483,11.66666667,North
JPSD1B,374.40706,2802,38.264483,38.264483,11.66666667,North
JPSD1C,369.20473,2765,38.264483,38.264483,11.66666667,North
JPSD1D,256.9106,1804,38.264483,38.264483,11.66666667,North
JPSD1E,273.49275,1829,38.264483,38.264483,11.66666667,North
JPSD1F,288.82822,1994,38.264483,38.264483,11.66666667,North
SGEA1A,284.02527,1829,1.316841,1.316841,26.98,North
SGEA1B,296.92558,1984,1.316841,1.316841,26.98,North
SGEA1C,291.6584,1909,1.316841,1.316841,26.98,North
SGJR1A,369.88847,2535,1.314153,1.314153,26.98,North
SGJR1B,367.57119,2569,1.314153,1.314153,26.98,North
SGJR1C,359.55744,2550,1.314153,1.314153,26.98,North
SGKJ1A,355.46503,2322,1.427221,1.427221,26.98,North
SGKJ1B,345.26182,2326,1.427221,1.427221,26.98,North
SGKJ1C,350.88641,2341,1.427221,1.427221,26.98,North
SGWE1A,450.32828,3131,1.332596,1.332596,26.98,North
SGWE1B,449.7697,3133,1.332596,1.332596,26.98,North
SGWE1C,461.06102,3221,1.332596,1.332596,26.98,North
SKGW1A,395.82426,2823,37.448936,37.448936,12.5,North
SKGW1B,388.31307,2834,37.448936,37.448936,12.5,North
SKGW1C,380.65572,2754,37.448936,37.448936,12.5,North
SKNJ1A,377.97834,2746,37.504722,37.504722,18.33333333,North
SKNJ1B,329.4732,2433,37.504722,37.504722,18.33333333,North
SKNJ1C,351.11068,2612,37.504722,37.504722,18.33333333,North
SKSN1A,442.26563,3309,37.5762,37.5762,18.33333333,North
SKSN1B,364.78974,2746,37.5762,37.5762,18.33333333,North
SKSN1C,367.538,2677,37.5762,37.5762,18.33333333,North
SKSW1A,424.57913,3069,37.211775,37.211775,12.3,North
SKSW1B,427.69646,3093,37.211775,37.211775,12.3,North
SKSW1C,411.65732,3003,37.211775,37.211775,12.3,North
TWKS1A,405.02771,2828,22.728158,22.728158,25.6,North
TWKS1B,405.65717,2897,22.728158,22.728158,25.6,North
TWKS1C,306.73744,2066,22.728158,22.728158,25.6,North
TWKS2A,404.00359,2868,22.684165,22.684165,25.6,North
TWKS2B,363.77118,2511,22.684165,22.684165,25.6,North
TWKS2C,378.30936,2646,22.684165,22.684165,25.6,North
TWTN1A,333.33214,2143,22.981875,22.981875,24.6,North
TWTN1B,308.85511,2106,22.981875,22.981875,24.6,North
TWTN1C,377.9316,2754,22.981875,22.981875,24.6,North
TWTN2A,293.25276,2061,23.185264,23.185264,24.6,North
TWTN2B,324.73535,2158,23.185264,23.185264,24.6,North
TWTN2C,283.57944,1822,23.185264,23.185264,24.6,North
AUEP1AA,346.004,2232,34.76752778,-34.76752778,17,South
AUEP1AB,321.14507,2133,34.76752778,-34.76752778,17,South
AUEP1AC,321.25492,2185,34.76752778,-34.76752778,17,South
AUEP1BA,323.92777,2142,34.76752778,-34.76752778,17,South
AUEP1BB,335.76443,2178,34.76752778,-34.76752778,17,South
AUEP1BC,335.28758,2183,34.76752778,-34.76752778,17,South
AUEP2AA,293.98268,1705,34.76752778,-34.76752778,17,South
AUEP2AB,305.75844,1830,34.76752778,-34.76752778,17,South
AUEP2AC,303.06262,1798,34.76752778,-34.76752778,17,South
AUEP2BA,296.58356,1770,34.76752778,-34.76752778,17,South
AUEP2BB,291.68754,1690,34.76752778,-34.76752778,17,South
AUEP2BC,325.83146,2197,34.76752778,-34.76752778,17,South
AUBR1A,267.21093,1826,27.433954,-27.433954,20,South
AUBR1B,283.62154,1932,27.433954,-27.433954,20,South
AUBR1C,261.42867,1963,27.433954,-27.433954,20,South
AUBR2A,250.6387,1884,27.433954,-27.433954,20,South
AUBR2B,252.47204,1877,27.433954,-27.433954,20,South
AUBR2C,274.28911,1826,27.433954,-27.433954,20,South
AULP1A,379.79734,2484,27.37338889,-27.37338889,20,South
AULP1B,373.50059,2374,27.37338889,-27.37338889,20,South
AULP1C,370.78752,2377,27.37338889,-27.37338889,20,South
AULP2A,379.24302,2415,27.37338889,-27.37338889,20,South
AULP2B,372.39673,2386,27.37338889,-27.37338889,20,South
AULP2C,383.7877,2370,27.37338889,-27.37338889,20,South
AULP3A,376.7078,2438,27.37338889,-27.37338889,20,South
AULP3B,381.01443,2449,27.37338889,-27.37338889,20,South
AULP3C,380.20503,2440,27.37338889,-27.37338889,20,South
AULP4A,369.79804,2291,27.37338889,-27.37338889,20,South
AULP4B,360.74031,2317,27.37338889,-27.37338889,20,South
AULP4C,360.333,2249,27.37338889,-27.37338889,20,South
AUCR1A,281.33879,1912,16.94397222,-16.94397222,25,South
AUCR1B,291.69605,2058,16.94397222,-16.94397222,25,South
AUCR1C,334.86095,2235,16.94397222,-16.94397222,25,South
AUCR2A,289.86015,1911,16.94397222,-16.94397222,25,South
AUCR2B,291.4617,2077,16.94397222,-16.94397222,25,South
AUCR2C,338.43691,2321,16.94397222,-16.94397222,25,South
AUMB1A,272.23139,1814,38.40853611,-38.40853611,15,South
AUMB1B,269.65245,1835,38.40853611,-38.40853611,15,South
AUMB1C,273.80125,1833,38.40853611,-38.40853611,15,South
AUML1A,422.70098,3282,37.91430556,-37.91430556,15,South
AUML1B,439.37485,3348,37.91430556,-37.91430556,15,South
AUML1C,424.48856,3313,37.91430556,-37.91430556,15,South
AUML2A,427.87539,3297,37.91430556,-37.91430556,15,South
AUML2B,431.75542,3357,37.91430556,-37.91430556,15,South
AUML2C,438.24278,3361,37.91430556,-37.91430556,15,South
AUML3A,329.66089,2037,37.91430556,-37.91430556,15,South
AUML3B,379.14941,2571,37.91430556,-37.91430556,15,South
AUML3C,329.37364,2005,37.91430556,-37.91430556,15,South
AUML4A,400.81992,2984,37.91430556,-37.91430556,15,South
AUML4B,394.41375,2940,37.91430556,-37.91430556,15,South
AUML4C,413.09857,2865,37.91430556,-37.91430556,15,South
AUXP1AA,324.67998,2238,33.65405556,-33.65405556,19,South
AUXP1AB,311.21633,2110,33.65405556,-33.65405556,19,South
AUXP1AC,315.37823,2138,33.65405556,-33.65405556,19,South
AUXP2AA,320.87817,2179,33.66922222,-33.66922222,19,South
AUXP2AB,325.31948,2132,33.66922222,-33.66922222,19,South
AUXP2AC,313.50736,2153,33.66922222,-33.66922222,19,South
AUXP2BA,294.07996,1725,33.66922222,-33.66922222,19,South
AUXP2BB,302.89319,1788,33.66922222,-33.66922222,19,South
AUXP2BC,290.80127,1733,33.66922222,-33.66922222,19,South
AUXP3AA,299.22733,1774,33.73602778,-33.73602778,19,South
AUXP3AB,281.75327,1656,33.73602778,-33.73602778,19,South
AUXP3AC,324.13092,2176,33.73602778,-33.73602778,19,South
AUXP3BA,339.71977,2391,33.73602778,-33.73602778,19,South
AUXP3BB,331.1751,2380,33.73602778,-33.73602778,19,South
AUXP3BC,358.90708,2571,33.73602778,-33.73602778,19,South
AUXP4AA,390.35265,2873,33.87186111,-33.87186111,19,South
AUXP4AB,380.10979,2837,33.87186111,-33.87186111,19,South
AUXP4AC,385.32534,2906,33.87186111,-33.87186111,19,South
AUXP4BA,414.97683,3143,33.87186111,-33.87186111,19,South
AUXP4BB,418.23469,3190,33.87186111,-33.87186111,19,South
AUXP4BC,419.64667,3131,33.87186111,-33.87186111,19,South
AUXP5AA,375.31331,2744,34.05752778,-34.05752778,19,South
AUXP5AB,375.53049,2710,34.05752778,-34.05752778,19,South
AUXP5AC,363.91725,2603,34.05752778,-34.05752778,19,South
AUTA1A,318.68665,2074,42.87330556,-42.87330556,12,South
AUTA1B,245.01776,1483,42.87330556,-42.87330556,12,South
AUTA1C,243.23613,1443,42.87330556,-42.87330556,12,South
AUTA2A,298.45249,1896,42.87330556,-42.87330556,12,South
AUTA2B,314.60023,2029,42.87330556,-42.87330556,12,South
AUTA2C,322.40879,2003,42.87330556,-42.87330556,12,South
AUWA1A,201.54727,1154,31.788696,-31.788696,19,South
AUWA1B,227.35479,1346,31.788696,-31.788696,19,South
AUWA1C,201.07317,1268,31.788696,-31.788696,19,South
AUWA2A,224.00339,1494,31.788696,-31.788696,19,South
AUWA2B,209.14885,1339,31.788696,-31.788696,19,South
AUWA2C,184.09172,1164,31.788696,-31.788696,19,South
NZBL1,255.22339,1884,43.538915,-43.538915,11,South
NZBL2,267.64793,1985,43.538915,-43.538915,11,South
NZBL3,250.34335,1869,43.538915,-43.538915,11,South
NZDM1,284.14538,1835,43.628613,-43.628613,11,South
NZDM2,334.89761,2260,43.628613,-43.628613,11,South
NZDM3,331.97713,2176,43.628613,-43.628613,11,South
NZOX1,293.6418,2097,43.295704,-43.295704,11,South
NZOX2,282.53112,2000,43.295704,-43.295704,11,South
NZOX3,286.94882,2019,43.295704,-43.295704,11,South
NZPN1,296.03986,2065,43.59166,-43.59166,11,South
NZPN2,285.5887,2014,43.59166,-43.59166,11,South
